Accident_Date,Accident_Time,Location,Accident_Location,Classification_of_Accident,Initial_Impact_Type,Environment_Condition,Light,Road_Surface_Condition,Traffic_Control,Traffic_Control_Condition,No__of_Vehicles,No__of_Bicycles,No__of_Motorcycles,No__of_Pedestrians,Max_Injury,No__of_Injuries,No__of_Minimal,No__of_Minor,No__of_Major,No__of_Fatal,Latitude,Longitude
2020-03-19,12:39 PM,PINECREST RD @ RICHMOND RD (0002353),03 - At intersection,02 - Non-fatal injury,07 - SMV other,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,1,0,0,1,02 - Minor,1,,1,,,45.35800948,-75.79450921
2020-03-19,12:43 PM,TERRY FOX DR @ FERNBANK RD (0011863),02 - Intersection related,03 - P.D. only,02 - Angle,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,45.27438817,-75.86907299
2020-03-19,12:45 PM,SLOAN AVE btwn HOPEWELL AVE & END (__3ZA1GW),01 - Non intersection,03 - P.D. only,06 - SMV unattended vehicle,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,1,0,0,0,,0,,,,,45.38898312,-75.69248509
2020-03-19,12:47 AM,WELLINGTON ST    W btwn ROSS AVE & CLARENDON AVE (__3ZA4P9),01 - Non intersection,03 - P.D. only,07 - SMV other,01 - Clear,07 - Dark,01 - Dry,10 - No control,,1,0,0,0,,0,,,,,45.39857422,-75.73723941
2020-01-10,1:29 PM,INDUSTRIAL AVE btwn RUSSELL RD & ST. LAURENT BLVD (__3ZA3R7),04 - At/near private drive,03 - P.D. only,02 - Angle,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,2,0,0,0,,0,,,,,45.40626283,-75.6286305
2020-03-19,2:21 PM,REGIONAL ROAD 174 btwn OR174 IC112 RAMP51 & OR174 IC112 RAMP15 (__3ZA2XE),01 - Non intersection,03 - P.D. only,04 - Sideswipe,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,2,0,0,0,,0,,,,,45.43395917,-75.60131792
2020-03-19,2:36 PM,BASELINE RD @ MERIVALE RD (0002342),02 - Intersection related,03 - P.D. only,02 - Angle,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,45.36528321,-75.73082096
2020-03-19,2:43 PM,GESNER CRT btwn MAPLE GROVE RD & END (__3ZACX4),04 - At/near private drive,03 - P.D. only,02 - Angle,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,2,0,0,0,,0,,,,,45.29864248,-75.90202503
2020-03-19,4:00 PM,MERIVALE RD btwn VIEWMOUNT DR & COLONNADE RD (__3ZA33F),01 - Non intersection,03 - P.D. only,04 - Sideswipe,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,2,0,0,0,,0,,,,,45.34347446,-75.7290995
2020-03-19,4:15 PM,JAMES ST @ KENT ST (0007277),02 - Intersection related,03 - P.D. only,03 - Rear end,01 - Clear,01 - Daylight,01 - Dry,02 - Stop sign,01 - Functioning,2,0,0,0,,0,,,,,45.41249986,-75.69689839
2020-03-19,4:39 PM,HIGHWAY 417 btwn Continuation of HIGHWAY 417 & HWY417 IC134 RAMP51 (__3ZA29B),01 - Non intersection,03 - P.D. only,04 - Sideswipe,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,2,0,0,0,,0,,,,,45.33210358,-75.85645575
2020-03-19,5:10 PM,WILLOW ASTER CIR btwn JEROME JODOIN DR & WILLOW ASTER CIR (e___2HC9),04 - At/near private drive,03 - P.D. only,05 - Turning movement,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,2,0,0,0,,0,,,,,45.44031964,-75.49226314
2020-03-19,6:40 AM,HIGHWAY 417 btwn HWY417 IC110 RAMP55 & HWY417 IC104 RAMP51 (__3ZA2W8),01 - Non intersection,03 - P.D. only,04 - Sideswipe,01 - Clear,03 - Dawn,01 - Dry,10 - No control,,2,0,0,0,,0,,,,,45.38831744,-75.59083951
2020-03-19,7:00 PM,JEANNE D'ARC BLVD  S btwn YOUVILLE DR & ST. JOSEPH BLVD (__3ZA2BT),01 - Non intersection,03 - P.D. only,07 - SMV other,01 - Clear,05 - Dusk,01 - Dry,10 - No control,,1,0,0,0,,0,,,,,45.46491514,-75.54080241
2020-03-19,9:37 AM,BELFAST RD btwn TRAINYARDS DR & ST. LAURENT BLVD (__3ZA79Z),04 - At/near private drive,03 - P.D. only,05 - Turning movement,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,2,0,0,0,,0,,,,,45.41364348,-75.6393863
2020-01-10,10:00 AM,WOODROFFE AVE/HWY 417 WOODROFF IC127R25 @ HWY  (0002348),02 - Intersection related,03 - P.D. only,03 - Rear end,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,45.35984672,-75.76759205
2020-03-19,9:45 PM,CONROY RD @ WALKLEY RD (0002648),02 - Intersection related,03 - P.D. only,03 - Rear end,01 - Clear,07 - Dark,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,45.38380147,-75.63034047
2020-03-20,10:00 PM,BANK ST btwn CECIL AVE & HERON RD (__3ZA3AC),01 - Non intersection,03 - P.D. only,07 - SMV other,01 - Clear,07 - Dark,06 - Ice,10 - No control,,1,0,0,0,,0,,,,,45.37923687,-75.66788917
2020-03-20,10:35 AM,TERRANOVA DR btwn DEAUVILLE CRES & GRENOBLE CRES (__3ZA7K6),01 - Non intersection,03 - P.D. only,06 - SMV unattended vehicle,01 - Clear,01 - Daylight,02 - Wet,10 - No control,,1,0,0,0,,0,,,,,45.48599406,-75.5246159
2020-03-20,11:00 AM,INNES RD @ TENTH LINE RD (0004633),02 - Intersection related,03 - P.D. only,04 - Sideswipe,"07 - Fog, mist, smoke, dust",01 - Daylight,02 - Wet,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,45.46087983,-75.48788467
2020-03-20,11:00 PM,BANK ST @ HUNT CLUB RD (0002119),02 - Intersection related,03 - P.D. only,03 - Rear end,01 - Clear,07 - Dark,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,45.35363093,-75.64733055
2020-03-20,11:28 PM,HIGHWAY 417 btwn HWY417 IC123 RAMP62 & HWY417 IC122 RAMP16 (__3ZA2R9),01 - Non intersection,03 - P.D. only,04 - Sideswipe,01 - Clear,07 - Dark,01 - Dry,10 - No control,,2,0,0,0,,0,,,,,45.39226431,-75.73225145
2020-03-20,Unknown,MCGEE SIDE RD btwn SPRUCE RIDGE RD & END (__3ZA1GG),01 - Non intersection,03 - P.D. only,06 - SMV unattended vehicle,02 - Rain,00 - Unknown,02 - Wet,10 - No control,,1,0,0,0,,0,,,,,45.2890272,-76.03630001
2020-03-20,Unknown,WILDBRIAR WAY btwn PINETRAIL CRES & PINETRAIL CRES (__3ZA0F5),04 - At/near private drive,03 - P.D. only,06 - SMV unattended vehicle,02 - Rain,00 - Unknown,02 - Wet,10 - No control,,1,0,0,0,,0,,,,,45.33774518,-75.7587147
2020-03-20,2:39 PM,SPEEDWAY RD btwn SPRUCE RIDGE RD & END (__7JQ7KY),01 - Non intersection,03 - P.D. only,07 - SMV other,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,1,0,0,0,,0,,,,,45.24196198,-75.97768518
2020-03-20,3:00 PM,MEADOWLANDS DR btwn BAYNE AVE & MERIVALE RD (__3ZA4HT),01 - Non intersection,03 - P.D. only,04 - Sideswipe,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,2,0,0,0,,0,,,,,45.35066986,-75.73414296
2020-01-10,10:30 PM,MONTREAL RD @ CARSON'S RD/CODD'S RD (0010801),02 - Intersection related,02 - Non-fatal injury,03 - Rear end,"07 - Fog, mist, smoke, dust",07 - Dark,02 - Wet,01 - Traffic signal,01 - Functioning,2,0,0,0,01 - Minimal,2,2,,,,45.44621279,-75.63108245
2020-03-20,7:14 AM,HIGHWAY 416 btwn HWY416 IC49 RAMP24 & HWY416 IC42 RAMP42 (__3ZA29T),01 - Non intersection,03 - P.D. only,07 - SMV other,02 - Rain,01 - Daylight,02 - Wet,10 - No control,,1,0,0,0,,0,,,,,45.11217442,-75.66947392
2020-03-20,8:47 AM,FALLOWFIELD RD @ STEEPLE HILL CRES (0000635),03 - At intersection,03 - P.D. only,02 - Angle,"07 - Fog, mist, smoke, dust",01 - Daylight,02 - Wet,02 - Stop sign,01 - Functioning,2,0,0,0,,0,,,,,45.26389262,-75.81700765
2020-03-20,9:20 AM,AIRPORT PKWY btwn AIRPORT PKWY/HUNT CLUB RAMP 42 & WALKLEY RD NB RAMP (__3ZAZP9),01 - Non intersection,02 - Non-fatal injury,05 - Turning movement,01 - Clear,01 - Daylight,02 - Wet,10 - No control,,2,0,0,0,02 - Minor,1,,1,,,45.35490067,-75.65927979
2020-03-21,10:23 PM,GREENBANK RD btwn BARNSDALE RD & VIEWBANK RD (__3ZABMH),01 - Non intersection,03 - P.D. only,03 - Rear end,01 - Clear,07 - Dark,01 - Dry,10 - No control,,2,0,0,0,,0,,,,,45.22548236,-75.71992351
2020-03-21,10:45 AM,PARKDALE AVE @ RUSKIN ST (0006697),02 - Intersection related,03 - P.D. only,03 - Rear end,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,45.39337154,-75.72465424
2020-03-21,12:30 PM,BILLINGS BRIDGESC RAMP SB @ RIVERSIDE DR EB (0010763),03 - At intersection,03 - P.D. only,02 - Angle,01 - Clear,01 - Daylight,01 - Dry,02 - Stop sign,01 - Functioning,2,0,0,0,,0,,,,,45.38705085,-75.67787857
2020-03-21,2:56 PM,OLD INNES RD @ BANTREE ST (0007674),03 - At intersection,03 - P.D. only,02 - Angle,01 - Clear,01 - Daylight,01 - Dry,02 - Stop sign,01 - Functioning,2,0,0,0,,0,,,,,45.40971507,-75.61941591
2020-03-21,3:42 AM,GERRY LALONDE DR btwn BLUESTONE PRIV & BLUESTONE PRIV (__86L67K),01 - Non intersection,03 - P.D. only,04 - Sideswipe,04 - Freezing Rain,07 - Dark,06 - Ice,10 - No control,,2,0,0,0,,0,,,,,45.45379387,-75.48546532
2020-03-21,7:05 PM,BANK ST @ CATHERINE ST (0002708),03 - At intersection,02 - Non-fatal injury,02 - Angle,01 - Clear,07 - Dark,01 - Dry,01 - Traffic signal,01 - Functioning,3,0,0,0,02 - Minor,1,,1,,,45.40948746,-75.69208636
2020-03-21,9:10 PM,BRIAN COBURN BLVD @ TENTH LINE RD (0013966),03 - At intersection,03 - P.D. only,04 - Sideswipe,01 - Clear,07 - Dark,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,45.45059377,-75.48197576
2020-01-02,3:05 PM,STRANDHERD DR btwn LONGFIELDS DR & CLARIDGE DR (__4BRV9S),04 - At/near private drive,02 - Non-fatal injury,05 - Turning movement,01 - Clear,01 - Daylight,02 - Wet,10 - No control,,2,0,0,0,02 - Minor,1,,1,,,45.27430755,-75.73772852
2020-01-10,10:32 AM,COOPER ST @ METCALFE ST (0006940),03 - At intersection,03 - P.D. only,02 - Angle,01 - Clear,01 - Daylight,06 - Ice,02 - Stop sign,01 - Functioning,2,0,0,0,,0,,,,,45.41769122,-75.69295327
2020-03-22,Unknown,GULF PL btwn HOCHELAGA ST & THE ROCKERY PRIV (__3ZBOBR),01 - Non intersection,03 - P.D. only,06 - SMV unattended vehicle,01 - Clear,00 - Unknown,01 - Dry,10 - No control,,1,0,0,0,,0,,,,,45.44613141,-75.6271969
2020-03-22,12:12 PM,VANIER PKWY NB btwn MONTREAL RD & MCARTHUR AVE (__3ZA4SS),01 - Non intersection,02 - Non-fatal injury,03 - Rear end,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,2,0,0,0,01 - Minimal,1,1,,,,45.43393388,-75.6652546
2020-03-22,6:31 AM,TRAINYARDS DR btwn TERMINAL AVE & BELFAST RD (__58HPET),01 - Non intersection,02 - Non-fatal injury,07 - SMV other,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,1,0,0,0,02 - Minor,1,,1,,,45.41480719,-75.64295539
2020-03-22,7:30 PM,STANLEY AVE btwn SUSSEX DR & THOMAS ST (__3ZA8A1),01 - Non intersection,03 - P.D. only,06 - SMV unattended vehicle,01 - Clear,07 - Dark,01 - Dry,10 - No control,,1,0,0,0,,0,,,,,45.44171371,-75.69356078
2020-03-23,10:00 AM,HIGHWAY 416 btwn HWY416 IC66 RAMP24 & HWY416 IC57 RAMP62 (__3ZA1OI),01 - Non intersection,03 - P.D. only,07 - SMV other,03 - Snow,01 - Daylight,06 - Ice,10 - No control,,1,0,0,0,,0,,,,,45.24863047,-75.78026098
2020-03-23,10:00 PM,5TH LINE RD @ DALMENY RD (0001646),03 - At intersection,03 - P.D. only,02 - Angle,03 - Snow,07 - Dark,06 - Ice,02 - Stop sign,01 - Functioning,2,0,0,0,,0,,,,,45.15631396,-75.51136441
2020-03-23,11:21 AM,MERIVALE RD/LOTTA AVE @ CLYDE AVE (0001112),02 - Intersection related,03 - P.D. only,03 - Rear end,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,45.35796861,-75.73772317
2020-03-23,Unknown,OGILVIE WALK CRES btwn AMBASSADOR AVE & AMBASSADOR AVE (__3ZAZRH),01 - Non intersection,03 - P.D. only,06 - SMV unattended vehicle,01 - Clear,00 - Unknown,01 - Dry,10 - No control,,1,0,0,0,,0,,,,,45.42946587,-75.61506227
2020-03-23,2:30 PM,ALBION RD @ D'AOUST AVE (0009629),03 - At intersection,03 - P.D. only,02 - Angle,02 - Rain,01 - Daylight,02 - Wet,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,45.34794028,-75.63964414
2020-03-23,3:10 PM,BASELINE RD @ NAVAHO DR (0003158),02 - Intersection related,03 - P.D. only,03 - Rear end,03 - Snow,01 - Daylight,02 - Wet,01 - Traffic signal,01 - Functioning,3,0,0,0,,0,,,,,45.35440013,-75.75609903
2020-01-10,10:45 AM,GREENBANK RD @ STRANDHERD DR (0005563),02 - Intersection related,03 - P.D. only,04 - Sideswipe,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,45.27053046,-75.7463884
2020-03-23,4:07 PM,CYRVILLE RD @ INNES RD (0009352),02 - Intersection related,03 - P.D. only,03 - Rear end,03 - Snow,01 - Daylight,02 - Wet,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,45.4164849,-75.60244521
2020-03-23,5:13 PM,ALBERT ST btwn METCALFE ST & ELGIN ST (__3ZA353),01 - Non intersection,03 - P.D. only,06 - SMV unattended vehicle,03 - Snow,01 - Daylight,04 - Slush,10 - No control,,1,0,0,0,,0,,,,,45.42169889,-75.69620156
2020-03-23,6:51 AM,REGIONAL ROAD 174 btwn OR174 IC109 RAMP64 & OR174 IC105 RAMP16 (__3ZA2XD),01 - Non intersection,03 - P.D. only,03 - Rear end,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,2,0,0,0,,0,,,,,45.46400135,-75.55933813
2020-03-23,9:02 PM,MERIVALE RD @ WEST HUNT CLUB RD (0000584),02 - Intersection related,03 - P.D. only,04 - Sideswipe,01 - Clear,07 - Dark,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,45.33479509,-75.72411452
2020-03-23,9:09 PM,GREENBANK RD @ BERRIGAN DR/WESSEX RD (0004726),03 - At intersection,02 - Non-fatal injury,05 - Turning movement,01 - Clear,07 - Dark,02 - Wet,01 - Traffic signal,01 - Functioning,2,0,0,0,02 - Minor,1,,1,,,45.27497512,-75.74900613
2020-03-24,10:55 AM,GLADSTONE AVE @ KENT ST (0002251),03 - At intersection,03 - P.D. only,02 - Angle,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,45.41124154,-75.69583028
2020-03-24,12:54 AM,OGILVIE RD btwn AVIATION PKWY & MATHESON RD (__3ZA2DL),01 - Non intersection,03 - P.D. only,03 - Rear end,01 - Clear,07 - Dark,02 - Wet,10 - No control,,2,0,0,0,,0,,,,,45.42850045,-75.62575445
2020-03-24,5:10 PM,HAZELDEAN RD btwn GO/KA BOUNDARY & GO/KA BOUNDARY (__3ZBOBE),01 - Non intersection,03 - P.D. only,04 - Sideswipe,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,2,0,0,0,,0,,,,,45.28773633,-75.90462034
2020-03-24,5:34 PM,WEST HUNT CLUB RD @ WOODROFFE AVE (0000576),03 - At intersection,03 - P.D. only,05 - Turning movement,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,45.32869799,-75.74897235
2020-03-24,5:39 PM,BAYSHORE DR @ RICHMOND RD (0010407),02 - Intersection related,03 - P.D. only,02 - Angle,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,45.34813964,-75.80356483
2020-01-10,10:46 AM,HUNT CLUB RD @ DOWNPATRICK RD/MCCARTHY RD (0006931),03 - At intersection,02 - Non-fatal injury,05 - Turning movement,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,02 - Minor,2,,2,,,45.34747276,-75.66147364
2020-03-24,7:38 AM,HOLLAND AVE @ ISLAND PARK DR/N.C.C. DRIVEWAY (0010787),02 - Intersection related,03 - P.D. only,03 - Rear end,01 - Clear,01 - Daylight,06 - Ice,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,45.38857374,-75.72576711
2020-03-25,1:45 AM,REGIONAL ROAD 174 btwn OR174 IC105 RAMP25 & OR174 IC102 RAMP51 (__3ZA27G),01 - Non intersection,03 - P.D. only,07 - SMV other,01 - Clear,07 - Dark,01 - Dry,10 - No control,,1,0,0,0,,0,,,,,45.47242274,-75.53688344
2020-03-25,11:35 AM,RICHMOND RD @ STINSON AVE (0001130),02 - Intersection related,02 - Non-fatal injury,03 - Rear end,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,00 - Unknown,2,0,0,0,02 - Minor,2,,2,,,45.32629893,-75.82295508
2020-03-25,12:30 AM,TRIM RD btwn DEMETER ST & VALIN ST (__4BQAS8),01 - Non intersection,03 - P.D. only,07 - SMV other,01 - Clear,07 - Dark,01 - Dry,10 - No control,,1,0,0,0,,0,,,,,45.47503714,-75.45854252
2020-03-25,2:30 PM,HIGHWAY 417 btwn HWY417 IC115 RAMP35 & HIGHWAY 417 (__3ZA2US),01 - Non intersection,03 - P.D. only,04 - Sideswipe,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,2,0,0,0,,0,,,,,45.42025982,-75.63429817
2020-03-25,3:00 PM,SHEFFIELD RD @ WALKLEY RD (0005156),02 - Intersection related,03 - P.D. only,07 - SMV other,01 - Clear,01 - Daylight,02 - Wet,01 - Traffic signal,01 - Functioning,1,0,0,0,,0,,,,,45.39545452,-75.60009579
2020-03-25,6:06 PM,EAGLESON RD @ FALLOWFIELD RD (0000118),03 - At intersection,03 - P.D. only,02 - Angle,01 - Clear,05 - Dusk,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,45.25144939,-75.84820432
2020-03-25,6:30 PM,RUSSELL RD S @ ST. LAURENT BLVD (0007734),02 - Intersection related,03 - P.D. only,03 - Rear end,01 - Clear,05 - Dusk,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,45.39990526,-75.6215865
2020-03-25,6:31 PM,HINCKS LANE @ RIVERSIDE DR (0011354),03 - At intersection,03 - P.D. only,02 - Angle,01 - Clear,05 - Dusk,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,45.40873418,-75.66492414
2020-03-25,7:09 AM,DUNDAS ST btwn SELKIRK ST & MCARTHUR AVE (__3ZA1B8),01 - Non intersection,03 - P.D. only,04 - Sideswipe,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,2,0,0,0,,0,,,,,45.43140714,-75.66712205
2020-01-10,10:54 AM,MEADOWLANDS DR @ MERIVALE RD (0000625),02 - Intersection related,03 - P.D. only,04 - Sideswipe,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,45.35090336,-75.73351711
2020-06-18,9:58 PM,ISLAND PARK DR btwn HELENA ST & ISLAND PARK CRES (__3ZA23Z),01 - Non intersection,03 - P.D. only,07 - SMV other,01 - Clear,07 - Dark,01 - Dry,10 - No control,,1,0,0,0,,0,,,,,45.39138382,-75.73854787
2020-06-19,1:20 PM,HAWTHORNE RD @ HUNT CLUB RD (0007651),02 - Intersection related,03 - P.D. only,03 - Rear end,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,45.37403309,-75.59724365
2020-06-19,1:30 PM,HIGHWAY 417 btwn HWY417 IC124 RAMP76 & HWY417 IC124 RAMP67 (__3ZA2R7),01 - Non intersection,03 - P.D. only,03 - Rear end,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,2,0,0,0,,0,,,,,45.38181436,-75.74236597
2020-06-19,1:38 PM,VIEWMOUNT DR @ MERIVALE RD (0001528),03 - At intersection,02 - Non-fatal injury,05 - Turning movement,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,02 - Minor,1,,1,,,45.34388314,-75.72933703
2020-06-19,10:00 AM,CROSSKEYS PL/HELENE CAMPBELL RD @ STRANDHERD DR (0015337),02 - Intersection related,03 - P.D. only,03 - Rear end,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,45.27182808,-75.78398493
2020-06-11,2:30 PM,WOODROFFE AVE btwn GEORGINA DR & HWY417 IC127 RAMP36 (__3ZA4L6),01 - Non intersection,03 - P.D. only,03 - Rear end,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,2,0,0,0,,0,,,,,45.36343173,-75.76956067
2020-05-26,3:40 AM,ROCKDALE RD btwn COLONIAL RD & END (__3ZA1OP),01 - Non intersection,03 - P.D. only,07 - SMV other,01 - Clear,07 - Dark,01 - Dry,10 - No control,,1,0,0,0,,0,,,,,45.4311304,-75.39442152
2020-06-19,10:35 AM,HAZELDEAN RD @ WEST RIDGE DR (0010365),03 - At intersection,03 - P.D. only,02 - Angle,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,2,1,0,0,,0,,,,,45.26356982,-75.94324101
2020-06-19,11:45 PM,DUNNING RD btwn MAGLADRY RD & SARSFIELD RD (__3ZA2YC),01 - Non intersection,03 - P.D. only,07 - SMV other,01 - Clear,07 - Dark,01 - Dry,10 - No control,,1,0,0,0,,0,,,,,45.39823965,-75.33951842
2020-06-19,11:58 PM,ABBOTT ST @ CRANESBILL RD/ROUNCEY RD (0018110),03 - At intersection,02 - Non-fatal injury,07 - SMV other,01 - Clear,07 - Dark,01 - Dry,11 - Roundabout,01 - Functioning,1,0,0,0,02 - Minor,1,,1,,,45.28289149,-75.88915667
2020-06-19,12:24 PM,RIVERSIDE DR @ TREMBLAY RD/HWY417 IC117 RAMP52 (0010790),02 - Intersection related,03 - P.D. only,03 - Rear end,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,45.41596568,-75.6566995
2020-01-12,3:20 AM,HIGHWAY 417 btwn HWY417 IC123 RAMP62 & HWY417 IC122 RAMP16 (__3ZA2R9),01 - Non intersection,03 - P.D. only,07 - SMV other,03 - Snow,07 - Dark,05 - Packed snow,10 - No control,,1,0,0,0,,0,,,,,45.3956941,-75.7294675
2020-06-19,12:43 PM,HAZEL ST @ MAIN ST (0007202),02 - Intersection related,03 - P.D. only,03 - Rear end,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,45.40853875,-75.67770203
2020-06-19,12:55 PM,HIGHWAY 417 btwn HWY417 IC129 RAMP25 & TRANSIT (__3ZA2SH),01 - Non intersection,03 - P.D. only,04 - Sideswipe,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,2,0,0,0,,0,,,,,45.35423513,-75.78093189
2020-06-01,4:00 PM,HIGHWAY 417 btwn HWY417 IC122 RAMP61 & HWY417 IC121B RAMP16 (__3ZA2Y4),01 - Non intersection,03 - P.D. only,03 - Rear end,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,2,0,0,0,,0,,,,,45.39929063,-75.72277111
2020-06-19,2:00 AM,HERON RD @ ALTA VISTA DR (0007188),02 - Intersection related,02 - Non-fatal injury,03 - Rear end,01 - Clear,07 - Dark,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,02 - Minor,1,,1,,,45.37898433,-75.66119945
2020-06-19,2:10 PM,BANK ST @ MCLEOD ST (0007255),03 - At intersection,03 - P.D. only,05 - Turning movement,01 - Clear,01 - Daylight,01 - Dry,02 - Stop sign,01 - Functioning,2,0,0,0,,0,,,,,45.4114752,-75.69322061
2020-06-19,2:21 PM,DUNCAIRN AVE btwn CHURCHILL AVE N & TWEEDSMUIR AVE (__3ZA07Y),01 - Non intersection,03 - P.D. only,06 - SMV unattended vehicle,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,1,0,0,0,,0,,,,,45.38521345,-75.74894373
2020-06-19,5:50 PM,LEES AVE / GRAHAM AVE @ MAIN ST (0002252),02 - Intersection related,02 - Non-fatal injury,03 - Rear end,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,3,0,0,0,02 - Minor,1,,1,,,45.4120361,-75.67975952
2020-06-19,5:56 PM,OLD MONTREAL RD btwn PIERRETTE DR & PIERRETTE DR (__3ZA5FD),01 - Non intersection,03 - P.D. only,03 - Rear end,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,2,0,0,0,,0,,,,,45.51849573,-75.38592851
2020-06-19,7:09 PM,INNES RD @ STONEHENGE CRES E (0009355),03 - At intersection,02 - Non-fatal injury,02 - Angle,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,02 - Minor,1,,1,,,45.41819858,-75.59837997
2020-06-19,8:02 AM,VANIER PKWY/CRICHTON ST @ BEECHWOOD AVE/ST. PA (0001604),02 - Intersection related,03 - P.D. only,03 - Rear end,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,00 - Unknown,3,0,0,0,,0,,,,,45.4383567,-75.67776642
2020-06-19,8:16 AM,ALPINE AVE btwn CARLING AVE & ELMHURST ST (__3ZBNG7),04 - At/near private drive,03 - P.D. only,99 - Other,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,2,0,0,0,,0,,,,,45.36177588,-75.78881507
2020-01-12,4:52 AM,REGIONAL ROAD 174 btwn OR174 IC105 RAMP25 & OR174 IC102 RAMP51 (__3ZA27G),01 - Non intersection,03 - P.D. only,07 - SMV other,04 - Freezing Rain,07 - Dark,06 - Ice,10 - No control,,1,0,0,0,,0,,,,,45.47566344,-75.52851969
2020-06-19,9:15 AM,CATHERINE ST @ METCALFE ST (0011239),02 - Intersection related,03 - P.D. only,02 - Angle,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,45.41142592,-75.68753622
2020-06-19,9:44 PM,GREENBANK RD btwn WEST HUNT CLUB RD & FALLOWFIELD RD (__3ZA1NE),01 - Non intersection,03 - P.D. only,04 - Sideswipe,01 - Clear,07 - Dark,01 - Dry,10 - No control,,2,0,0,0,,0,,,,,45.32166427,-75.77669384
